最速下降法：
第1次迭代, f(x_1) = 0.7711096853451352, x1 = 0.1612617799292677, x2 = 0.0000000000000000
第1324次迭代, f(x_1324) = 0.0022391298848429, x1 = 0.9526805556236587, x2 = 0.9075994118634776
第1325次迭代, f(x_1325) = 0.0022330096480377, x1 = 0.9528103267491499, x2 = 0.9075996400290733
第1326次迭代, f(x_1326) = 0.0022269090163717, x1 = 0.9528098639683292, x2 = 0.9078457554896004
第1327次迭代, f(x_1327) = 0.0022208257742559, x1 = 0.9529392281321648, x2 = 0.9078459979703537
第1328次迭代, f(x_1328) = 0.0022147608909032, x1 = 0.9529387547036905, x2 = 0.9080913643256622
第1329次迭代, f(x_1329) = 0.0022087134262694, x1 = 0.9530677272538970, x2 = 0.9080916135014347
第1330次迭代, f(x_1330) = 0.0022026848938246, x1 = 0.9530672310318078, x2 = 0.9083361939612544
第1331次迭代, f(x_1331) = 0.0021966737769874, x1 = 0.9531958103033527, x2 = 0.9083364560380720
第1332次迭代, f(x_1332) = 0.0021906826791749, x1 = 0.9531952718956892, x2 = 0.9085801955567187
第1333次迭代, f(x_1333) = 0.0021847087639660, x1 = 0.9533234344667980, x2 = 0.9085804790066361
第1334次迭代, f(x_1334) = 0.0021787516495811, x1 = 0.9533229012733342, x2 = 0.9088235340816093
第1335次迭代, f(x_1335) = 0.0021728115813218, x1 = 0.9534506798088106, x2 = 0.9088238144777309
第1336次迭代, f(x_1336) = 0.0021668876643575, x1 = 0.9534501604049318, x2 = 0.9090662182703055
第1337次迭代, f(x_1337) = 0.0021609805684207, x1 = 0.9535775660859415, x2 = 0.9090664903632626
第1338次迭代, f(x_1338) = 0.0021550902831244, x1 = 0.9535770510889261, x2 = 0.9093082048199495
第1339次迭代, f(x_1339) = 0.0021492169172925, x1 = 0.9537040709211296, x2 = 0.9093084761266877
第1340次迭代, f(x_1340) = 0.0021433591095017, x1 = 0.9537035744551386, x2 = 0.9095495525710103
第1341次迭代, f(x_1341) = 0.0021375182369362, x1 = 0.9538302162747885, x2 = 0.9095498149375092
第1342次迭代, f(x_1342) = 0.0021316915832166, x1 = 0.9538297552043420, x2 = 0.9097903146388764
第1343次迭代, f(x_1343) = 0.0021258817639605, x1 = 0.9539560478901393, x2 = 0.9097905582342231
第1344次迭代, f(x_1344) = 0.0021200894550224, x1 = 0.9539555717427122, x2 = 0.9100303301860805
第1345次迭代, f(x_1345) = 0.0021143134001429, x1 = 0.9540814726257770, x2 = 0.9100305779337309
第1346次迭代, f(x_1346) = 0.0021085522727456, x1 = 0.9540810257111904, x2 = 0.9102697491674273
第1347次迭代, f(x_1347) = 0.0021028075767126, x1 = 0.9542065694691892, x2 = 0.9102699836101578
第1348次迭代, f(x_1348) = 0.0020970796666769, x1 = 0.9542061183930847, x2 = 0.9105084558631338
第1349次迭代, f(x_1349) = 0.0020913680155127, x1 = 0.9543312778111455, x2 = 0.9105086918974157
第1350次迭代, f(x_1350) = 0.0020856712296542, x1 = 0.9543308510904439, x2 = 0.9107465515703109
第1351次迭代, f(x_1351) = 0.0020799908819813, x1 = 0.9544556418585469, x2 = 0.9107467768932364
第1352次迭代, f(x_1352) = 0.0020743244248701, x1 = 0.9544552487305002, x2 = 0.9109840690378312
第1353次迭代, f(x_1353) = 0.0020686741590186, x1 = 0.9545796966183546, x2 = 0.9109842753839306
第1354次迭代, f(x_1354) = 0.0020630409727685, x1 = 0.9545792898299592, x2 = 0.9112208432844554
第1355次迭代, f(x_1355) = 0.0020574238119564, x1 = 0.9547033617576582, x2 = 0.9112210563055930
第1356次迭代, f(x_1356) = 0.0020518239478393, x1 = 0.9547029373810009, x2 = 0.9114568866726402
第1357次迭代, f(x_1357) = 0.0020462400328416, x1 = 0.9548266147572730, x2 = 0.9114571091315969
第1358次迭代, f(x_1358) = 0.0020406694749469, x1 = 0.9548262308370153, x2 = 0.9116923924721577
第1359次迭代, f(x_1359) = 0.0020351149253822, x1 = 0.9549495711443058, x2 = 0.9116925947737310
第1360次迭代, f(x_1360) = 0.0020295771163019, x1 = 0.9549491724996813, x2 = 0.9119271615423621
第1361次迭代, f(x_1361) = 0.0020240549939220, x1 = 0.9550721416953013, x2 = 0.9119273698015173
第1362次迭代, f(x_1362) = 0.0020185499214612, x1 = 0.9550717254022476, x2 = 0.9121612061180060
第1363次迭代, f(x_1363) = 0.0020130604349978, x1 = 0.9551943039989966, x2 = 0.9121614236298212
第1364次迭代, f(x_1364) = 0.0020075840811979, x1 = 0.9551939286428300, x2 = 0.9123947290372059
第1365次迭代, f(x_1365) = 0.0020021231049893, x1 = 0.9553161783514931, x2 = 0.9123949239686884
第1366次迭代, f(x_1366) = 0.0019966791544381, x1 = 0.9553157846978924, x2 = 0.9126274917036469
第1367次迭代, f(x_1367) = 0.0019912507927498, x1 = 0.9554376548811574, x2 = 0.9126276987778192
第1368次迭代, f(x_1368) = 0.0019858381496379, x1 = 0.9554372566875708, x2 = 0.9128595891777359
第1369次迭代, f(x_1369) = 0.0019804408879348, x1 = 0.9555587687463590, x2 = 0.9128597977175567
第1370次迭代, f(x_1370) = 0.0019750605941796, x1 = 0.9555583469260304, x2 = 0.9130909405461808
第1371次迭代, f(x_1371) = 0.0019696957821626, x1 = 0.9556794865317063, x2 = 0.9130911631610973
第1372次迭代, f(x_1372) = 0.0019643480500020, x1 = 0.9556790345833432, x2 = 0.9133215537912435
第1373次迭代, f(x_1373) = 0.0019590154126294, x1 = 0.9557997955551017, x2 = 0.9133217899068722
第1374次迭代, f(x_1374) = 0.0019536981059944, x1 = 0.9557993435557948, x2 = 0.9135515139599953
第1375次迭代, f(x_1375) = 0.0019483960548938, x1 = 0.9559197347822044, x2 = 0.9135517521449050
第1376次迭代, f(x_1376) = 0.0019431070905399, x1 = 0.9559193123260198, x2 = 0.9137809271353617
第1377次迭代, f(x_1377) = 0.0019378329699900, x1 = 0.9560393737455689, x2 = 0.9137811470338171
第1378次迭代, f(x_1378) = 0.0019325746159504, x1 = 0.9560389428262598, x2 = 0.9140096348669458
第1379次迭代, f(x_1379) = 0.0019273311578574, x1 = 0.9561586439261216, x2 = 0.9140098604057433
第1380次迭代, f(x_1380) = 0.0019221035535602, x1 = 0.9561581993980884, x2 = 0.9142376447074303
第1381次迭代, f(x_1381) = 0.0019168909461075, x1 = 0.9562775352732744, x2 = 0.9142378790111365
第1382次迭代, f(x_1382) = 0.0019116934743905, x1 = 0.9562770838229946, x2 = 0.9144649928916339
第1383次迭代, f(x_1383) = 0.0019065108133902, x1 = 0.9563960531055110, x2 = 0.9144652300151173
第1384次迭代, f(x_1384) = 0.0019013408063625, x1 = 0.9563956339155486, x2 = 0.9146918039879737
第1385次迭代, f(x_1385) = 0.0018961854781829, x1 = 0.9565142764405207, x2 = 0.9146920236817434
第1386次迭代, f(x_1386) = 0.0018910451962390, x1 = 0.9565138512922140, x2 = 0.9149179303809578
第1387次迭代, f(x_1387) = 0.0018859195408420, x1 = 0.9566321420289075, x2 = 0.9149181535136111
第1388次迭代, f(x_1388) = 0.0018808094214638, x1 = 0.9566317010927992, x2 = 0.9151433667899994
第1389次迭代, f(x_1389) = 0.0018757137349316, x1 = 0.9567496198312061, x2 = 0.9151435973361903
第1390次迭代, f(x_1390) = 0.0018706299719761, x1 = 0.9567492206587296, x2 = 0.9153683073673061
第1391次迭代, f(x_1391) = 0.0018655605476225, x1 = 0.9568668250312260, x2 = 0.9153685157759008
第1392次迭代, f(x_1392) = 0.0018605065033329, x1 = 0.9568664116984320, x2 = 0.9155925325679067
第1393次迭代, f(x_1393) = 0.0018554669023637, x1 = 0.9569836567584212, x2 = 0.9155927500495679
第1394次迭代, f(x_1394) = 0.0018504417581291, x1 = 0.9569832393839962, x2 = 0.9158161189976690
第1395次迭代, f(x_1395) = 0.0018454308499137, x1 = 0.9571001278865651, x2 = 0.9158163375571698
第1396次迭代, f(x_1396) = 0.0018404322724618, x1 = 0.9570997410625831, x2 = 0.9160391689271499
第1397次迭代, f(x_1397) = 0.0018354479402986, x1 = 0.9572163055229677, x2 = 0.9160393721400168
第1398次迭代, f(x_1398) = 0.0018304777086838, x1 = 0.9572159182184163, x2 = 0.9162615738841506
第1399次迭代, f(x_1399) = 0.0018255214362210, x1 = 0.9573321331850975, x2 = 0.9162617756156066
第1400次迭代, f(x_1400) = 0.0018205777319423, x1 = 0.9573317719648984, x2 = 0.9164834267262505
第1401次迭代, f(x_1401) = 0.0018156480641081, x1 = 0.9574476594423356, x2 = 0.9164836160488863
第1402次迭代, f(x_1402) = 0.0018107320120834, x1 = 0.9574473036656396, x2 = 0.9167046554902081
第1403次迭代, f(x_1403) = 0.0018058298915655, x1 = 0.9575628603209494, x2 = 0.9167048417587409
第1404次迭代, f(x_1404) = 0.0018009432358656, x1 = 0.9575624790679774, x2 = 0.9169251732407495
第1405次迭代, f(x_1405) = 0.0017960702647087, x1 = 0.9576776771737481, x2 = 0.9169253715315556
第1406次迭代, f(x_1406) = 0.0017912110381106, x1 = 0.9576772994058708, x2 = 0.9171450850196521
第1407次迭代, f(x_1407) = 0.0017863655197923, x1 = 0.9577921648150838, x2 = 0.9171452823743850
第1408次迭代, f(x_1408) = 0.0017815350344901, x1 = 0.9577917664821819, x2 = 0.9173643077080480
第1409次迭代, f(x_1409) = 0.0017767180337668, x1 = 0.9579062882383269, x2 = 0.9173645146928993
第1410次迭代, f(x_1410) = 0.0017719166690411, x1 = 0.9579058602590157, x2 = 0.9175828094256447
第1411次迭代, f(x_1411) = 0.0017671290214193, x1 = 0.9580200146884564, x2 = 0.9175830347351243
第1412次迭代, f(x_1412) = 0.0017623537539418, x1 = 0.9580196034849199, x2 = 0.9178007708613741
第1413次迭代, f(x_1413) = 0.0017575919483418, x1 = 0.9581334332461210, x2 = 0.9178009857902587
第1414次迭代, f(x_1414) = 0.0017528429745025, x1 = 0.9581330331314797, x2 = 0.9180181363083989
第1415次迭代, f(x_1415) = 0.0017481075214872, x1 = 0.9582465282522679, x2 = 0.9180183465655546
第1416次迭代, f(x_1416) = 0.0017433839979594, x1 = 0.9582461505347649, x2 = 0.9182349584209044
第1417次迭代, f(x_1417) = 0.0017386738206841, x1 = 0.9583593274283392, x2 = 0.9182351560285504
第1418次迭代, f(x_1418) = 0.0017339765311912, x1 = 0.9583589567821217, x2 = 0.9184511764759331
第1419次迭代, f(x_1419) = 0.0017292925260260, x1 = 0.9584718123789764, x2 = 0.9184513705046535
第1420次迭代, f(x_1420) = 0.0017246231708965, x1 = 0.9584714181161524, x2 = 0.9186667003130423
第1421次迭代, f(x_1421) = 0.0017199670086116, x1 = 0.9585839229115038, x2 = 0.9186669066650149
第1422次迭代, f(x_1422) = 0.0017153235450509, x1 = 0.9585835360026966, x2 = 0.9188816538016901
第1423次迭代, f(x_1423) = 0.0017106930962891, x1 = 0.9586957107322120, x2 = 0.9188818553783556
第1424次迭代, f(x_1424) = 0.0017060744517914, x1 = 0.9586953464808999, x2 = 0.9190960640971417
第1425次迭代, f(x_1425) = 0.0017014689108659, x1 = 0.9588072029506661, x2 = 0.9190962551715319
第1426次迭代, f(x_1426) = 0.0016968755452329, x1 = 0.9588068513085796, x2 = 0.9193098990035673
第1427次迭代, f(x_1427) = 0.0016922952108143, x1 = 0.9589183833090849, x2 = 0.9193100834590238
第1428次迭代, f(x_1428) = 0.0016877265713504, x1 = 0.9589180510409522, x2 = 0.9195231877021224
第1429次迭代, f(x_1429) = 0.0016831708621274, x1 = 0.9590292669033927, x2 = 0.9195233617281174
第1430次迭代, f(x_1430) = 0.0016786272329355, x1 = 0.9590289468652865, x2 = 0.9197359047437262
第1431次迭代, f(x_1431) = 0.0016740964224394, x1 = 0.9591398533344928, x2 = 0.9197360720234211
第1432次迭代, f(x_1432) = 0.0016695800009564, x1 = 0.9591395061601049, x2 = 0.9199479280758653
第1433次迭代, f(x_1433) = 0.0016650761791345, x1 = 0.9592500667364446, x2 = 0.9199481083579923
第1434次迭代, f(x_1434) = 0.0016605846117813, x1 = 0.9592497292041832, x2 = 0.9201593960712366
第1435次迭代, f(x_1435) = 0.0016561056085226, x1 = 0.9593599658758193, x2 = 0.9201595716056175
第1436次迭代, f(x_1436) = 0.0016516379127761, x1 = 0.9593596521177253, x2 = 0.9203703356152350
第1437次迭代, f(x_1437) = 0.0016471828763344, x1 = 0.9594695775843497, x2 = 0.9203705001335807
第1438次迭代, f(x_1438) = 0.0016427395441552, x1 = 0.9594692769544045, x2 = 0.9205807141402950
第1439次迭代, f(x_1439) = 0.0016383087394773, x1 = 0.9595788856595274, x2 = 0.9205808712276775
第1440次迭代, f(x_1440) = 0.0016338892883779, x1 = 0.9595786039466528, x2 = 0.9207905542311098
第1441次迭代, f(x_1441) = 0.0016294822968905, x1 = 0.9596879143016295, x2 = 0.9207907014310553
第1442次迭代, f(x_1442) = 0.0016250895796719, x1 = 0.9596876006322946, x2 = 0.9209996834314631
第1443次迭代, f(x_1443) = 0.0016207093223531, x1 = 0.9597965613897421, x2 = 0.9209998480757895
第1444次迭代, f(x_1444) = 0.0016163401324413, x1 = 0.9597962675761385, x2 = 0.9212083128308177
第1445次迭代, f(x_1445) = 0.0016119831306867, x1 = 0.9599049238371585, x2 = 0.9212084652426568
第1446次迭代, f(x_1446) = 0.0016076378830587, x1 = 0.9599046405037934, x2 = 0.9214163717897670
第1447次迭代, f(x_1447) = 0.0016033048982316, x1 = 0.9600129904546314, x2 = 0.9214165200133678
第1448次迭代, f(x_1448) = 0.0015989852403849, x1 = 0.9600126869264179, x2 = 0.9216237799200536
第1449次迭代, f(x_1449) = 0.0015946775575472, x1 = 0.9601207146903225, x2 = 0.9216239368138636
第1450次迭代, f(x_1450) = 0.0015903835387659, x1 = 0.9601203874188530, x2 = 0.9218305326896213
第1451次迭代, f(x_1451) = 0.0015861014349970, x1 = 0.9602280788573657, x2 = 0.9218307021508748
第1452次迭代, f(x_1452) = 0.0015818308147305, x1 = 0.9602277637237807, x2 = 0.9220367555725723
第1453次迭代, f(x_1453) = 0.0015775720522483, x1 = 0.9603351431408617, x2 = 0.9220369187553339
第1454次迭代, f(x_1454) = 0.0015733240407136, x1 = 0.9603348514531904, x2 = 0.9222424659065290
第1455次迭代, f(x_1455) = 0.0015690879279851, x1 = 0.9604419296737441, x2 = 0.9222426177665085
第1456次迭代, f(x_1456) = 0.0015648629832870, x1 = 0.9604416512589737, x2 = 0.9224476347159257
第1457次迭代, f(x_1457) = 0.0015606497302448, x1 = 0.9605484233163751, x2 = 0.9224477783429081
第1458次迭代, f(x_1458) = 0.0015564473744895, x1 = 0.9605481641755761, x2 = 0.9226522799972833
第1459次迭代, f(x_1459) = 0.0015522567073096, x1 = 0.9606546460095456, x2 = 0.9226524141131361
第1460次迭代, f(x_1460) = 0.0015480795747405, x1 = 0.9606543580107308, x2 = 0.9228562370602837
第1461次迭代, f(x_1461) = 0.0015439142615399, x1 = 0.9607604999220424, x2 = 0.9228563881389612
第1462次迭代, f(x_1462) = 0.0015397593159247, x1 = 0.9607602333125141, x2 = 0.9230597137006281
第1463次迭代, f(x_1463) = 0.0015356159761771, x1 = 0.9608660803797757, x2 = 0.9230598522149303
第1464次迭代, f(x_1464) = 0.0015314836611909, x1 = 0.9608658252006381, x2 = 0.9232626445087705
第1465次迭代, f(x_1465) = 0.0015273628661060, x1 = 0.9609713783561707, x2 = 0.9232627768634714
第1466次迭代, f(x_1466) = 0.0015232549095491, x1 = 0.9609711019691911, x2 = 0.9234649291986911
第1467次迭代, f(x_1467) = 0.0015191583718886, x1 = 0.9610763370510801, x2 = 0.9234650723758556
第1468次迭代, f(x_1468) = 0.0015150743201871, x1 = 0.9610760447987586, x2 = 0.9236666010462304
第1469次迭代, f(x_1469) = 0.0015110016887253, x1 = 0.9611809591512329, x2 = 0.9236667531750544
第1470次迭代, f(x_1470) = 0.0015069400752225, x1 = 0.9611806743348230, x2 = 0.9238677398670093
第1471次迭代, f(x_1471) = 0.0015028898251789, x1 = 0.9612852932075382, x2 = 0.9238678881857116
第1472次迭代, f(x_1472) = 0.0014988518310020, x1 = 0.9612849926104843, x2 = 0.9240682553678168
第1473次迭代, f(x_1473) = 0.0014948251941784, x1 = 0.9613893000629852, x2 = 0.9240684125322309
第1474次迭代, f(x_1474) = 0.0014908108251440, x1 = 0.9613889810041515, x2 = 0.9242681624994229
第1475次迭代, f(x_1475) = 0.0014868075353750, x1 = 0.9614929729265996, x2 = 0.9242683273731050
第1476次迭代, f(x_1476) = 0.0014828152535648, x1 = 0.9614926602241368, x2 = 0.9244675277916429
第1477次迭代, f(x_1477) = 0.0014788342700372, x1 = 0.9615963610575434, x2 = 0.9244676919912487
第1478次迭代, f(x_1478) = 0.0014748663369091, x1 = 0.9615960120260468, x2 = 0.9246662224705219
第1479次迭代, f(x_1479) = 0.0014709093282812, x1 = 0.9616993830819219, x2 = 0.9246664028437375
第1480次迭代, f(x_1480) = 0.0014669622866479, x1 = 0.9616990568350992, x2 = 0.9248644488056212
第1481次迭代, f(x_1481) = 0.0014630262033032, x1 = 0.9618021386634070, x2 = 0.9248646181175423
第1482次迭代, f(x_1482) = 0.0014591002221460, x1 = 0.9618018300618024, x2 = 0.9250621643357552
第1483次迭代, f(x_1483) = 0.0014551852225872, x1 = 0.9619046189147652, x2 = 0.9250623251914741
第1484次迭代, f(x_1484) = 0.0014512799725003, x1 = 0.9619043317160408, x2 = 0.9252593911165393
第1485次迭代, f(x_1485) = 0.0014473855761170, x1 = 0.9620068469659632, x2 = 0.9252595401443829
第1486次迭代, f(x_1486) = 0.0014435037266896, x1 = 0.9620065309614843, x2 = 0.9254559564414887
第1487次迭代, f(x_1487) = 0.0014396326917524, x1 = 0.9621087218814094, x2 = 0.9254561207970637
第1488次迭代, f(x_1488) = 0.0014357713262301, x1 = 0.9621084271360252, x2 = 0.9256520587837287
第1489次迭代, f(x_1489) = 0.0014319206787871, x1 = 0.9622103337296593, x2 = 0.9256522116556899
第1490次迭代, f(x_1490) = 0.0014280799711405, x1 = 0.9622100550127740, x2 = 0.9258476514243331
第1491次迭代, f(x_1491) = 0.0014242499989053, x1 = 0.9623116825438699, x2 = 0.9258477966517014
第1492次迭代, f(x_1492) = 0.0014204317939089, x1 = 0.9623113842055074, x2 = 0.9260426222093416
第1493次迭代, f(x_1493) = 0.0014166242957403, x1 = 0.9624127059296359, x2 = 0.9260427780481058
第1494次迭代, f(x_1494) = 0.0014128280243248, x1 = 0.9624123958046806, x2 = 0.9262370264641040
第1495次迭代, f(x_1495) = 0.0014090421763790, x1 = 0.9625134182849938, x2 = 0.9262371863637940
第1496次迭代, f(x_1496) = 0.0014052669732711, x1 = 0.9625131097832815, x2 = 0.9264308936233799
第1497次迭代, f(x_1497) = 0.0014015022116001, x1 = 0.9626138487772461, x2 = 0.9264310534356808
第1498次迭代, f(x_1498) = 0.0013977497430298, x1 = 0.9626135091288723, x2 = 0.9266241093766323
第1499次迭代, f(x_1499) = 0.0013940077958414, x1 = 0.9627139245688364, x2 = 0.9266242868651232
第1500次迭代, f(x_1500) = 0.0013902746929279, x1 = 0.9627136129889681, x2 = 0.9268168957253274
第1501次迭代, f(x_1501) = 0.0013865520737898, x1 = 0.9628137553350765, x2 = 0.9268170586985249
第1502次迭代, f(x_1502) = 0.0013828390931081, x1 = 0.9628134559287562, x2 = 0.9270091751957004
第1503次迭代, f(x_1503) = 0.0013791363790856, x1 = 0.9629133253601131, x2 = 0.9270093302758065
第1504次迭代, f(x_1504) = 0.0013754451097685, x1 = 0.9629130066986370, x2 = 0.9272008450103979
第1505次迭代, f(x_1505) = 0.0013717640525044, x1 = 0.9630125765019775, x2 = 0.9272010102359600
第1506次迭代, f(x_1506) = 0.0013680938924807, x1 = 0.9630122472751534, x2 = 0.9273919492904384
第1507次迭代, f(x_1507) = 0.0013644340237549, x1 = 0.9631115175022709, x2 = 0.9273921213922481
第1508次迭代, f(x_1508) = 0.0013607837513478, x1 = 0.9631111979930383, x2 = 0.9275825645654862
第1509次迭代, f(x_1509) = 0.0013571435678813, x1 = 0.9632101955206116, x2 = 0.9275827301793991
第1510次迭代, f(x_1510) = 0.0013535144806089, x1 = 0.9632098594930073, x2 = 0.9277725846979705
第1511次迭代, f(x_1511) = 0.0013498954606595, x1 = 0.9633085621596500, x2 = 0.9277727593352210
第1512次迭代, f(x_1512) = 0.0013462871653941, x1 = 0.9633082145406400, x2 = 0.9279620439038722
第1513次迭代, f(x_1513) = 0.0013426889038399, x1 = 0.9634066215912136, x2 = 0.9279622248522741
第1514次迭代, f(x_1514) = 0.0013391001875988, x1 = 0.9634062827151723, x2 = 0.9281510107704687
第1515次迭代, f(x_1515) = 0.0013355214314009, x1 = 0.9635044160519678, x2 = 0.9281511869768834
第1516次迭代, f(x_1516) = 0.0013319532448161, x1 = 0.9635040659881571, x2 = 0.9283394112372811
第1517次迭代, f(x_1517) = 0.0013283948851550, x1 = 0.9636019145395034, x2 = 0.9283395925708900
第1518次迭代, f(x_1518) = 0.0013248474642392, x1 = 0.9636015465425548, x2 = 0.9285272323649343
第1519次迭代, f(x_1519) = 0.0013213097900655, x1 = 0.9636990966742196, x2 = 0.9285274228636002
第1520次迭代, f(x_1520) = 0.0013177812715899, x1 = 0.9636987434825237, x2 = 0.9287145837755824
